words,chars,u_words,u_chars,sentences,avg_word_length,avg_sent_length,class
71,325,1,30,2,5,36,True
49,220,1,23,2,4,25,True
38,148,1,23,6,4,6,True
40,187,1,27,3,5,13,True
45,208,1,12,2,5,23,True
62,279,2,25,4,5,16,True
65,273,1,24,3,4,22,True
53,221,1,25,4,4,13,True
39,160,2,22,4,4,10,True
98,475,1,35,5,5,20,True
70,308,1,24,3,4,23,True
65,273,1,24,3,4,22,True
62,279,2,25,4,5,16,True
63,282,6,46,3,4,21,True
51,245,3,23,2,5,26,True
35,137,1,14,3,4,12,True
51,197,2,20,2,4,26,True
51,211,1,16,3,4,17,True
53,255,1,30,3,5,18,True
42,228,3,31,2,5,21,True
67,309,1,31,3,5,22,True
50,205,4,23,3,4,17,True
26,111,1,15,2,4,13,True
61,259,3,29,3,4,20,True
46,187,2,26,3,4,15,True
16,78,2,19,1,5,16,True
25,105,1,19,2,4,13,True
14,70,2,16,1,5,14,True
12,76,1,16,1,6,12,True
18,77,1,15,1,4,18,True
58,201,3,18,3,3,19,True
24,101,2,19,1,4,24,True
14,73,1,18,1,5,14,True
7,52,1,16,1,7,7,True
13,65,2,17,1,5,13,True
44,221,4,27,2,5,22,True
39,212,3,21,2,5,20,True
50,225,1,20,3,5,17,True
49,217,3,18,2,4,25,True
17,82,1,16,1,5,17,True
23,85,1,16,2,4,12,True
41,174,3,22,3,4,14,True
45,192,2,27,2,4,23,True
33,162,1,25,2,5,17,True
40,196,1,23,2,5,20,True
36,166,2,22,3,5,12,True
39,176,1,20,2,5,20,True
52,248,2,23,2,5,26,True
43,217,1,19,2,5,22,True
30,152,3,19,2,5,15,True
33,133,3,13,2,4,17,True
47,185,2,20,2,4,24,True
56,233,1,18,2,4,28,True
14,58,0,1,1,4,14,True
14,165,0,1,1,12,14,True
20,154,0,2,1,8,20,True
37,141,1,23,1,4,37,True
18,97,1,18,1,5,18,True
12,70,2,27,1,6,12,True
10,139,0,1,1,14,10,True
49,225,1,20,2,5,25,True
46,191,4,30,3,4,15,True
44,177,1,20,3,4,15,True
54,214,2,26,3,4,18,True
17,99,1,17,1,6,17,True
27,115,1,18,2,4,14,True
4,113,0,1,1,28,4,True
31,148,1,19,1,5,31,True
12,71,1,16,1,6,12,True
16,145,0,2,1,9,16,True
9,96,0,1,1,11,9,True
22,96,1,21,1,4,22,True
39,195,3,24,3,5,13,True
40,182,1,20,2,5,20,True
40,193,2,18,1,5,40,True
36,182,1,19,2,5,18,True
2,123,0,0,1,62,2,True
11,143,0,1,1,13,11,True
11,56,1,17,1,5,11,True
26,103,1,19,1,4,26,True
19,98,1,20,1,5,19,True
26,120,1,21,1,5,26,True
17,89,1,17,1,5,17,True
16,81,1,19,1,5,16,True
2,112,0,0,1,56,2,True
43,197,4,26,2,5,22,True
59,227,2,16,5,4,12,True
42,203,1,23,2,5,21,True
47,203,2,31,4,4,12,True
30,150,1,26,2,5,15,True
14,69,2,22,1,5,14,True
2,100,0,0,1,50,2,True
28,133,1,21,1,5,28,True
2,95,0,0,1,48,2,True
33,156,1,29,1,5,33,True
38,184,2,26,1,5,38,True
24,128,1,20,1,5,24,True
40,184,4,27,2,5,20,True
35,192,3,16,2,5,18,True
52,226,2,16,4,4,13,True
48,205,1,16,3,4,16,True
2,104,0,0,1,52,2,True
20,89,3,23,1,4,20,True
3,96,0,0,1,32,3,True
32,142,2,20,1,4,32,True
2,106,0,0,1,53,2,True
35,205,0,5,2,6,18,True
38,201,1,21,1,5,38,True
18,85,1,18,1,5,18,True
23,119,2,23,1,5,23,True
30,167,1,23,1,6,30,True
38,191,1,14,2,5,19,True
51,236,3,29,2,5,26,True
50,269,2,30,3,5,17,True
28,115,1,15,2,4,14,True
26,90,3,13,2,3,13,True
38,139,2,11,2,4,19,True
28,87,1,8,2,3,14,True
26,82,2,8,2,3,13,True
28,98,1,9,2,4,14,True
29,112,2,8,2,4,15,True
23,104,0,6,2,5,12,True
25,93,3,9,2,4,13,True
32,161,2,10,2,5,16,True
17,72,1,10,2,4,9,True
28,124,3,11,3,4,9,True
23,103,1,9,2,4,12,True
26,125,1,10,2,5,13,True
26,116,1,10,2,4,13,True
27,109,1,8,2,4,14,True
21,99,1,12,2,5,11,True
25,85,1,8,2,3,13,True
32,142,4,19,2,4,16,True
26,106,1,8,2,4,13,True
28,113,2,10,2,4,14,True
14,61,1,7,2,4,7,True
35,160,3,20,2,5,18,True
42,170,1,10,3,4,14,True
31,157,1,15,2,5,16,True
28,111,0,7,2,4,14,True
30,117,1,8,2,4,15,True
22,88,1,10,2,4,11,True
22,108,0,7,1,5,22,True
26,113,2,14,2,4,13,True
28,125,1,12,3,4,9,True
32,150,1,12,2,5,16,True
33,141,1,12,2,4,17,True
29,151,1,13,2,5,15,True
22,116,1,7,2,5,11,True
23,90,2,10,2,4,12,True
16,85,0,11,1,5,16,True
24,111,1,17,1,5,24,True
21,102,1,15,1,5,21,True
22,104,1,19,2,5,11,True
24,104,2,18,2,4,12,True
17,83,4,27,1,5,17,True
13,82,2,18,1,6,13,True
37,183,3,24,1,5,37,True
18,68,1,10,1,4,18,True
50,300,0,7,2,6,25,True
15,87,1,20,1,6,15,True
28,154,1,21,1,6,28,True
34,244,0,3,1,7,34,True
51,197,3,29,3,4,17,True
29,123,1,21,2,4,15,True
18,85,1,17,1,5,18,True
21,106,1,15,1,5,21,True
17,96,1,15,1,6,17,True
45,212,3,21,1,5,45,True
55,261,1,25,1,5,55,True
32,161,1,22,1,5,32,True
55,212,2,15,1,4,55,True
57,235,1,20,1,4,57,True
36,184,1,18,1,5,36,True
37,184,3,27,1,5,37,True
42,193,2,20,1,5,42,True
46,210,3,26,1,5,46,True
64,292,2,26,2,5,32,True
46,304,2,22,1,7,46,True
37,183,2,19,1,5,37,True
55,231,2,28,1,4,55,True
26,94,1,15,1,4,26,True
24,90,2,19,2,4,12,True
19,93,1,16,1,5,19,True
25,125,1,18,1,5,25,True
36,183,1,16,1,5,36,True
49,331,2,18,1,7,49,True
36,209,0,8,2,6,18,True
55,288,2,23,1,5,55,True
36,178,1,16,1,5,36,True
53,298,0,10,1,6,53,True
57,275,0,4,2,5,29,True
25,206,1,6,1,8,25,True
58,295,1,21,2,5,29,True
47,256,1,25,1,5,47,True
57,235,1,25,2,4,29,True
50,238,5,9,7,5,7,True
59,255,1,19,1,4,59,True
21,104,1,19,1,5,21,True
17,86,1,16,2,5,9,True
19,81,2,15,1,4,19,True
16,77,2,17,1,5,16,True
41,195,2,25,1,5,41,True
40,289,0,13,2,7,20,True
29,143,1,5,1,5,29,True
70,267,1,35,1,4,70,True
56,268,1,20,2,5,28,True
55,281,4,31,2,5,28,True
70,394,0,6,2,6,35,True
51,231,2,15,1,5,51,True
72,306,3,29,2,4,36,True
43,186,1,19,1,4,43,True
64,294,3,23,2,5,32,True
34,201,2,19,1,6,34,True
40,185,2,21,2,5,20,True
34,200,0,6,2,6,17,True
17,76,1,16,1,4,17,True
20,99,2,25,1,5,20,True
24,107,1,20,2,4,12,True
21,98,1,16,2,5,11,True
39,263,0,9,1,7,39,True
65,362,1,4,2,6,33,True
39,246,0,4,1,6,39,True
42,223,3,28,1,5,42,True
37,171,2,18,1,5,37,True
36,243,1,10,2,7,18,True
25,211,0,4,1,8,25,True
37,254,0,12,2,7,19,True
69,306,1,33,2,4,35,True
41,200,2,18,1,5,41,True
50,214,1,22,1,4,50,True
36,260,0,3,2,7,18,True
36,150,3,23,2,4,18,True
25,101,3,26,1,4,25,True
22,87,1,20,2,4,11,True
20,97,1,15,1,5,20,True
20,79,2,20,2,4,10,True
38,177,3,26,1,5,38,True
38,163,2,19,2,4,19,True
37,171,1,22,1,5,37,True
45,277,0,7,1,6,45,True
72,349,0,3,4,5,18,True
20,82,2,18,1,4,20,True
14,78,1,18,1,6,14,True
49,196,2,20,2,4,25,True
15,89,1,16,1,6,15,True
15,77,1,17,1,5,15,True
10,71,1,16,1,7,10,True
41,165,2,17,1,4,41,True
49,249,1,18,2,5,25,True
15,62,0,6,2,4,8,True
21,90,3,28,1,4,21,True
16,76,2,27,2,5,8,True
16,67,1,17,2,4,8,True
52,168,4,19,3,3,17,True
14,72,2,17,1,5,14,True
14,72,1,16,1,5,14,True
72,284,5,24,3,4,24,True
15,82,3,20,1,5,15,True
14,81,1,15,1,6,14,True
26,94,2,20,1,4,26,True
49,197,3,27,1,4,49,True
33,128,2,18,2,4,17,True
47,188,2,18,2,4,24,True
14,73,2,17,1,5,14,True
25,109,1,20,2,4,13,True
27,117,3,21,1,4,27,True
19,92,1,19,1,5,19,True
34,133,2,15,1,4,34,True
16,80,1,15,1,5,16,True
14,68,1,18,1,5,14,True
18,91,1,16,1,5,18,True
15,71,1,16,1,5,15,True
45,203,1,19,3,5,15,True
18,79,2,16,1,4,18,True
14,78,1,16,1,6,14,True
15,63,1,15,1,4,15,True
32,168,1,18,1,5,32,True
22,92,1,18,2,4,11,True
18,85,1,16,1,5,18,True
24,123,1,21,1,5,24,True
29,108,1,18,2,4,15,True
28,102,1,15,1,4,28,True
29,139,1,16,2,5,15,True
17,72,1,15,1,4,17,True
17,77,1,18,1,5,17,True
11,60,2,16,1,5,11,True
18,92,1,21,2,5,9,True
15,81,1,16,1,5,15,True
41,213,1,20,1,5,41,True
11,68,1,15,1,6,11,True
15,69,1,17,1,5,15,True
32,176,1,18,1,6,32,True
20,82,1,18,1,4,20,True
25,137,2,17,1,5,25,True
9,57,0,3,1,6,9,True
19,86,1,18,1,5,19,True
27,107,2,26,2,4,14,True
19,88,1,17,1,5,19,True
36,158,1,20,1,4,36,True
39,185,1,20,2,5,20,True
40,161,1,20,1,4,40,True
16,84,1,17,1,5,16,True
38,164,2,23,1,4,38,True
38,183,1,21,1,5,38,True
19,98,2,19,1,5,19,True
14,64,2,16,1,5,14,True
56,234,2,25,1,4,56,True
35,156,1,22,1,4,35,True
18,82,1,15,1,5,18,True
27,115,1,18,2,4,14,True
17,81,0,4,1,5,17,True
26,94,2,22,2,4,13,True
24,86,3,23,2,4,12,True
24,81,1,19,2,3,12,True
42,199,1,21,1,5,42,True
19,81,1,16,1,4,19,True
18,82,1,19,1,5,18,True
59,243,1,19,2,4,30,True
69,296,1,23,2,4,35,True
13,64,1,19,1,5,13,True
25,95,3,17,1,4,25,True
44,171,1,19,1,4,44,True
52,194,4,29,4,4,13,True
21,83,2,17,1,4,21,True
49,202,1,22,2,4,25,True
8,35,0,1,1,4,8,True
23,96,1,19,1,4,23,True
19,102,1,18,1,5,19,True
21,103,1,19,1,5,21,True
38,184,1,18,2,5,19,True
13,78,1,18,1,6,13,True
15,70,2,18,1,5,15,True
9,56,1,16,1,6,9,True
19,85,1,15,1,4,19,True
14,82,1,16,1,6,14,True
23,96,1,17,2,4,12,True
14,82,2,16,1,6,14,True
14,83,1,18,1,6,14,True
14,71,2,19,1,5,14,True
40,205,1,19,1,5,40,True
46,190,1,17,2,4,23,True
13,71,1,17,1,5,13,True
14,82,2,17,1,6,14,True
18,76,1,16,1,4,18,True
16,79,1,16,1,5,16,True
15,81,1,17,1,5,15,True
22,96,2,20,1,4,22,True
22,107,1,20,2,5,11,True
5,23,0,1,1,5,5,True
24,99,2,24,1,4,24,True
37,180,2,22,1,5,37,True
17,83,2,21,1,5,17,True
20,80,2,18,1,4,20,True
19,82,1,16,1,4,19,True
41,154,3,19,2,4,21,True
35,159,2,22,1,5,35,True
43,146,1,16,1,3,43,True
35,151,2,17,1,4,35,True
41,177,4,24,2,4,21,True
38,196,1,24,1,5,38,True
15,71,1,18,1,5,15,True
16,74,1,16,1,5,16,True
21,79,2,20,2,4,11,True
64,241,2,19,2,4,32,True
20,84,2,17,1,4,20,True
11,62,2,18,1,6,11,True
29,121,1,15,1,4,29,True
25,104,1,20,2,4,13,True
19,102,1,16,1,5,19,True
22,89,1,19,1,4,22,True
22,97,1,16,1,4,22,True
16,76,1,16,1,5,16,True
10,67,1,17,1,7,10,True
21,94,1,18,1,4,21,True
18,84,1,17,1,5,18,True
26,111,1,19,1,4,26,True
18,80,2,17,1,4,18,True
25,85,3,20,2,3,13,True
11,48,0,3,2,4,6,True
25,115,2,20,3,5,8,True
28,113,1,15,1,4,28,True
12,57,0,5,2,5,6,True
53,259,1,18,2,5,27,True
40,189,1,15,2,5,20,True
43,191,1,22,1,4,43,True
45,202,3,23,2,4,23,True
13,74,0,6,1,6,13,True
55,238,3,25,1,4,55,True
44,207,1,18,2,5,22,True
24,96,1,15,1,4,24,True
21,90,3,19,1,4,21,True
11,54,0,4,1,5,11,True
10,34,0,1,1,3,10,True
11,58,1,16,1,5,11,True
51,235,0,9,3,5,17,True
30,142,0,3,3,5,10,True
14,81,1,16,1,6,14,True
20,95,1,16,1,5,20,True
26,99,2,13,2,4,13,True
32,145,1,11,2,5,16,True
29,140,1,11,2,5,15,True
30,134,2,11,2,4,15,True
32,144,1,11,2,5,16,True
38,165,1,10,2,4,19,True
28,131,1,8,2,5,14,True
28,121,2,12,2,4,14,True
27,121,2,9,2,4,14,True
16,64,1,9,2,4,8,True
29,96,4,12,2,3,15,True
19,74,1,8,2,4,10,True
19,79,0,5,2,4,10,True
28,88,4,9,2,3,14,True
14,62,0,5,2,4,7,True
32,143,1,12,2,4,16,True
23,97,2,10,2,4,12,True
28,96,2,11,2,3,14,True
31,125,1,8,2,4,16,True
43,205,2,18,2,5,22,True
35,178,1,12,2,5,18,True
19,69,2,10,2,4,10,True
26,96,1,11,1,4,26,True
23,105,1,9,2,5,12,True
19,70,2,10,2,4,10,True
29,120,1,5,3,4,10,True
24,98,1,12,2,4,12,True
19,57,1,8,2,3,10,True
26,93,1,13,3,4,9,True
16,81,0,5,2,5,8,True
17,83,0,4,1,5,17,True
18,71,1,10,2,4,9,True
21,102,1,8,2,5,11,True
36,122,1,8,2,3,18,True
29,112,1,10,2,4,15,True
32,137,3,17,2,4,16,True
23,96,2,8,2,4,12,True
26,117,1,14,3,5,9,True
20,92,1,16,1,5,20,True
50,221,2,21,1,4,50,True
14,71,1,17,1,5,14,True
14,79,1,16,1,6,14,True
15,70,2,17,1,5,15,True
14,70,1,15,1,5,14,True
11,77,1,16,1,7,11,True
15,73,2,17,1,5,15,True
19,83,1,17,1,4,19,True
19,84,1,17,1,4,19,True
12,68,1,16,1,6,12,True
15,64,1,16,1,4,15,True
15,66,2,19,1,4,15,True
17,86,1,16,1,5,17,True
14,71,1,15,1,5,14,True
14,76,1,18,1,5,14,True
47,210,1,22,2,4,24,True
15,83,1,18,1,6,15,True
18,84,1,15,1,5,18,True
13,72,1,17,1,6,13,True
11,62,1,18,1,6,11,True
23,101,1,17,1,4,23,True
16,83,1,15,1,5,16,True
20,84,2,20,1,4,20,True
23,104,3,22,2,5,12,True
18,82,1,19,2,5,9,True
17,82,2,20,1,5,17,True
12,70,1,16,1,6,12,True
46,257,0,15,3,6,15,True
21,94,2,14,1,4,21,True
19,64,3,17,1,3,19,True
16,79,1,15,1,5,16,True
18,87,2,17,1,5,18,True
28,100,3,18,2,4,14,True
21,89,3,17,1,4,21,True
25,132,0,2,2,5,13,True
70,290,2,30,2,4,35,True
58,273,1,15,4,5,15,True
46,194,2,14,2,4,23,True
41,199,1,18,2,5,21,True
25,93,0,2,1,4,25,True
70,320,1,11,3,5,23,True
56,247,3,21,3,4,19,True
41,210,1,17,2,5,21,True
14,75,0,4,1,5,14,True
52,254,3,30,3,5,17,True
44,202,1,16,3,5,15,True
18,72,0,2,2,4,9,True
37,148,1,14,3,4,12,True
51,211,2,31,3,4,17,True
67,285,3,31,4,4,17,True
48,226,2,19,2,5,24,True
57,221,4,37,3,4,19,True
45,202,1,16,2,4,23,True
54,214,3,21,2,4,27,True
48,215,1,23,3,4,16,True
174,668,0,37,9,4,19,True
5,18,0,1,2,4,3,True
49,211,1,22,2,4,25,True
37,175,1,15,2,5,19,True
39,205,3,20,2,5,20,True
56,228,3,28,2,4,28,True
50,185,3,18,2,4,25,True
39,197,2,20,2,5,20,True
46,173,2,14,2,4,23,True
22,82,1,14,1,4,22,True
50,206,2,22,2,4,25,True
33,164,1,14,2,5,17,True
10,31,2,2,1,3,10,True
45,225,1,16,2,5,23,True
39,195,1,26,2,5,20,True
41,198,1,26,2,5,21,True
52,207,3,26,2,4,26,True
20,83,0,4,1,4,20,True
44,220,1,15,2,5,22,True
57,253,2,25,2,4,29,True
49,209,1,16,2,4,25,True
48,227,1,23,3,5,16,True
51,188,1,19,3,4,17,True
49,213,2,17,4,4,12,True
17,65,0,1,2,4,9,True
90,355,1,24,8,4,11,True
48,225,1,27,3,5,16,True
54,246,3,32,4,5,14,True
20,86,1,3,1,4,20,True
51,198,1,15,4,4,13,True
57,216,1,26,4,4,14,True
44,183,2,17,2,4,22,True
23,85,1,2,2,4,12,True
15,71,1,13,2,5,8,True
51,202,3,20,3,4,17,True
45,205,1,25,5,5,9,True
125,547,1,27,7,4,18,True
51,199,1,25,3,4,17,True
44,210,1,19,3,5,15,True
15,63,0,3,1,4,15,True
49,191,3,18,3,4,16,True
42,189,1,25,2,5,21,True
13,40,0,2,2,3,7,True
52,234,1,19,3,5,17,True
71,314,4,37,7,4,10,True
64,309,1,15,2,5,32,True
56,221,3,23,3,4,19,True
25,128,1,20,3,5,8,True
15,62,0,1,2,4,8,True
52,196,3,22,6,4,9,True
40,190,1,17,2,5,20,True
52,221,2,24,5,4,10,True
17,68,1,2,1,4,17,True
45,207,2,23,4,5,11,True
31,137,1,15,1,4,31,True
35,147,1,16,3,4,12,True
16,72,0,2,1,5,16,True
43,206,1,22,3,5,14,True
54,250,3,14,2,5,27,True
32,132,1,18,2,4,16,True
43,196,2,17,2,5,22,True
15,52,1,1,1,3,15,True
65,270,2,29,1,4,65,True
22,99,0,3,2,5,11,True
84,381,1,16,5,5,17,True
51,265,1,8,2,5,26,True
24,112,0,1,1,5,24,True
57,206,1,17,2,4,29,True
51,205,3,18,4,4,13,True
46,197,1,22,2,4,23,True
31,122,1,5,2,4,16,True
44,198,3,30,2,5,22,True
59,265,1,24,2,4,30,True
64,302,1,15,3,5,21,True
43,178,1,19,5,4,9,True
29,110,0,4,2,4,15,True
52,199,3,29,4,4,13,True
53,237,4,28,3,4,18,True
19,73,1,1,1,4,19,True
51,227,1,17,2,4,26,True
44,217,1,21,1,5,44,True
71,298,4,36,2,4,36,True
43,160,1,15,4,4,11,True
22,100,2,14,1,5,22,True
7,20,0,1,2,3,4,True
22,109,1,15,1,5,22,True
6,41,1,12,1,7,6,True
23,106,1,17,1,5,23,True
19,78,2,18,1,4,19,True
27,106,1,15,1,4,27,True
17,100,0,4,2,6,9,True
13,61,2,17,1,5,13,True
9,43,0,4,2,5,5,True
20,91,1,16,1,5,20,True
14,59,3,19,2,4,7,True
32,131,2,19,2,4,16,True
16,81,2,18,2,5,8,True
27,126,2,22,2,5,14,True
14,67,1,15,2,5,7,True
21,109,2,21,2,5,11,True
23,99,3,27,1,4,23,True
22,109,1,18,1,5,22,True
26,118,1,20,1,5,26,True
21,96,1,16,1,5,21,True
27,122,4,37,1,5,27,True
28,117,1,17,1,4,28,True
18,79,1,19,2,4,9,True
19,91,1,20,1,5,19,True
20,96,1,15,1,5,20,True
24,113,1,16,1,5,24,True
21,99,1,18,1,5,21,True
19,75,2,24,2,4,10,True
18,84,0,4,2,5,9,True
35,124,2,15,2,4,18,True
29,158,1,15,2,5,15,True
23,99,2,20,1,4,23,True
32,130,1,16,2,4,16,True
6,47,0,4,1,8,6,True
23,88,1,16,2,4,12,True
25,102,2,22,2,4,13,True
23,104,1,16,1,5,23,True
21,83,3,24,1,4,21,True
25,106,1,16,3,4,8,True
22,78,3,20,1,4,22,True
13,64,0,7,1,5,13,True
24,103,3,35,1,4,24,True
9,59,1,15,2,7,5,True
17,77,1,16,1,5,17,True
20,102,1,18,2,5,10,True
29,105,1,16,2,4,15,True
9,44,0,2,1,5,9,True
25,107,1,17,2,4,13,True
21,91,1,20,1,4,21,True
9,43,0,4,2,5,5,True
16,73,3,26,1,5,16,True
34,138,2,21,1,4,34,True
40,131,5,19,1,3,40,True
28,101,2,20,2,4,14,True
7,17,0,1,2,2,4,True
9,44,0,4,1,5,9,True
21,96,1,15,1,5,21,True
22,107,2,18,2,5,11,True
38,132,1,18,1,3,38,True
26,115,1,15,2,4,13,True
34,133,1,17,2,4,17,True
18,79,2,24,1,4,18,True
16,84,3,29,2,5,8,True
8,29,0,1,1,4,8,True
21,90,2,17,1,4,21,True
22,108,2,22,2,5,11,True
21,90,1,14,1,4,21,True
16,80,2,29,1,5,16,True
27,117,1,16,1,4,27,True
20,90,3,33,1,5,20,True
8,25,0,1,1,3,8,True
22,112,1,17,1,5,22,True
28,130,4,26,2,5,14,True
20,83,4,29,1,4,20,True
23,116,2,28,2,5,12,True
16,69,1,16,1,4,16,True
24,91,2,20,1,4,24,True
5,30,0,1,1,6,5,True
30,114,2,16,1,4,30,True
15,83,1,15,1,6,15,True
20,84,3,24,1,4,20,True
27,123,1,16,1,5,27,True
20,91,2,24,2,5,10,True
24,93,4,26,2,4,12,True
7,24,0,1,1,3,7,True
19,87,1,15,1,5,19,True
29,98,1,17,1,3,29,True
20,101,1,18,2,5,10,True
35,154,1,15,1,4,35,True
43,216,2,22,1,5,43,True
39,180,1,29,1,5,39,True
42,212,2,30,1,5,42,True
63,233,1,16,2,4,32,True
29,164,5,30,2,6,15,True
43,190,2,15,1,4,43,True
34,200,0,6,2,6,17,True
48,188,1,19,2,4,24,True
34,231,1,7,2,7,17,True
52,235,1,18,1,5,52,True
44,216,1,18,1,5,44,True
44,248,0,4,2,6,22,True
53,208,2,15,1,4,53,True
64,347,2,20,1,5,64,True
38,259,0,9,2,7,19,True
34,182,1,21,2,5,17,True
37,239,0,5,2,6,19,True
57,247,1,21,2,4,29,True
63,263,1,19,2,4,32,True
46,200,1,18,2,4,23,True
39,199,1,26,1,5,39,True
57,236,2,27,2,4,29,True
57,290,1,25,3,5,19,True
49,239,0,3,2,5,25,True
49,215,3,25,1,4,49,True
48,203,1,21,1,4,48,True
46,219,1,24,2,5,23,True
42,218,2,23,2,5,21,True
45,208,1,15,1,5,45,True
51,236,1,22,1,5,51,True
57,220,2,19,1,4,57,True
37,192,2,22,1,5,37,True
45,168,1,18,1,4,45,True
48,240,1,27,1,5,48,True
47,219,1,16,1,5,47,True
66,370,1,18,2,6,33,True
36,171,1,19,1,5,36,True
49,207,1,19,1,4,49,True
45,188,1,17,2,4,23,True
10,67,1,17,1,7,10,True
25,85,3,20,2,3,13,True
24,92,1,17,1,4,24,True
35,149,1,17,2,4,18,True
23,98,2,21,2,4,12,True
23,96,1,17,2,4,12,True
17,76,2,17,1,4,17,True
21,101,1,19,1,5,21,True
23,88,2,16,1,4,23,True
16,78,1,15,1,5,16,True
14,68,2,17,1,5,14,True
16,71,1,16,1,4,16,True
20,101,1,17,1,5,20,True
10,58,2,20,1,6,10,True
11,69,2,17,1,6,11,True
18,91,1,17,2,5,9,True
13,80,1,17,1,6,13,True
46,197,2,10,3,4,15,True
29,128,3,16,2,4,15,True
34,140,3,14,2,4,17,True
27,127,0,4,2,5,14,True
27,136,1,10,2,5,14,True
34,149,3,16,2,4,17,True
20,77,1,8,2,4,10,True
23,115,2,16,2,5,12,True
28,130,1,10,2,5,14,True
16,68,2,10,1,4,16,True
16,61,1,8,2,4,8,True
36,155,2,15,2,4,18,True
32,147,1,8,2,5,16,True
19,96,2,13,2,5,10,True
23,87,2,11,2,4,12,True
33,131,1,8,2,4,17,True
36,159,2,12,2,4,18,True
33,125,1,10,3,4,11,True
31,148,2,18,2,5,16,True
37,130,5,18,2,4,19,True
35,145,1,11,2,4,18,True
37,151,1,10,2,4,19,True
35,125,1,8,2,4,18,True
31,134,1,8,2,4,16,True
28,102,1,9,3,4,9,True
37,157,1,11,3,4,12,True
23,76,3,15,2,3,12,True
19,78,1,8,3,4,6,True
22,81,2,10,2,4,11,True
20,86,2,8,2,4,10,True
26,89,4,12,2,3,13,True
26,110,1,11,3,4,9,True
25,116,2,11,2,5,13,True
18,80,1,11,2,4,9,True
40,179,1,14,2,4,20,True
29,128,3,19,2,4,15,True
17,79,2,16,2,5,9,True
50,197,1,14,3,4,17,True
32,141,1,12,3,4,11,True
32,145,1,12,2,5,16,True
26,130,0,5,2,5,13,True
30,133,1,9,2,4,15,True
38,183,1,14,3,5,13,True
23,114,1,11,2,5,12,True
33,125,2,9,2,4,17,True
35,123,3,12,3,4,12,True
36,131,1,8,2,4,18,True
28,128,2,10,2,5,14,True
19,68,3,9,2,4,10,True
38,133,1,10,2,4,19,True
33,279,0,10,2,8,17,True
39,198,1,25,2,5,20,True
48,213,4,25,2,4,24,True
83,351,5,39,4,4,21,True
22,82,0,1,2,4,11,True
51,202,2,22,3,4,17,True
47,201,1,21,3,4,16,True
60,291,2,20,3,5,20,True
27,95,0,2,2,4,14,True
36,152,1,13,2,4,18,True
45,185,3,20,3,4,15,True
15,55,1,4,1,4,15,True
49,177,1,14,3,4,16,True
52,222,2,33,2,4,26,True
38,198,1,21,2,5,19,True
47,213,2,26,2,5,24,True
48,190,5,33,2,4,24,True
37,175,1,17,5,5,7,True
174,813,1,37,6,5,29,True
13,53,0,1,2,4,7,True
42,194,1,20,3,5,14,True
42,217,1,25,2,5,21,True
17,85,0,1,1,5,17,True
31,141,1,14,3,5,10,True
52,203,4,22,5,4,10,True
35,160,1,13,2,5,18,True
23,111,0,5,2,5,12,True
52,213,1,18,5,4,10,True
58,246,1,6,2,4,29,True
54,209,3,29,3,4,18,True
43,210,1,18,2,5,22,True
49,153,3,8,2,3,25,False
8,23,0,2,2,3,4,True
33,162,0,6,2,5,17,True
57,217,2,24,4,4,14,True
19,98,0,2,2,5,10,True
91,396,1,10,4,4,23,True
37,161,3,29,2,4,19,True
24,87,0,4,4,4,6,True
40,167,1,14,3,4,13,True
46,198,3,20,2,4,23,True
94,475,0,31,5,5,19,True
46,201,1,15,2,4,23,True
31,160,2,20,2,5,16,True
25,91,1,3,2,4,13,True
52,203,5,26,5,4,10,True
41,190,3,33,2,5,21,True
16,75,0,3,1,5,16,True
39,163,1,20,2,4,20,True
44,194,1,13,2,4,22,True
35,175,1,16,2,5,18,True
29,115,1,2,2,4,15,True
47,200,1,21,2,4,24,True
25,95,1,1,1,4,25,True
45,239,2,22,2,5,23,True
55,228,1,27,3,4,18,True
44,194,2,24,2,4,22,True
42,194,1,19,2,5,21,True
51,226,1,21,2,4,26,True
53,251,1,24,3,5,18,True
42,225,1,22,2,5,21,True
53,240,1,21,4,5,13,True
46,204,1,19,2,4,23,True
46,221,1,19,2,5,23,True
56,225,1,20,5,4,11,True
47,222,2,23,2,5,24,True
46,188,2,22,2,4,23,True
49,217,1,17,2,4,25,True
57,218,2,25,3,4,19,True
37,187,4,25,2,5,19,True
39,165,1,20,4,4,10,True
45,237,4,27,2,5,23,True
56,266,2,23,3,5,19,True
45,178,1,23,4,4,11,True
52,255,1,15,2,5,26,True
34,114,1,17,4,3,9,True
34,166,1,14,2,5,17,True
40,182,1,16,2,5,20,True
35,155,3,19,2,4,18,True
43,198,2,16,3,5,14,True
30,146,3,20,2,5,15,True
36,142,3,28,3,4,12,True
38,152,1,20,2,4,19,True
57,201,4,26,5,4,11,True
61,238,1,24,5,4,12,True
49,218,1,22,3,4,16,True
33,163,1,15,3,5,11,True
38,167,1,19,4,4,10,True
48,228,1,16,3,5,16,True
38,169,1,18,3,4,13,True
54,242,2,27,3,4,18,True
67,256,2,23,5,4,13,True
44,169,3,27,2,4,22,True
44,206,1,23,3,5,15,True
44,189,1,16,3,4,15,True
60,218,3,32,2,4,30,True
34,146,1,19,2,4,17,True
29,135,1,14,2,5,15,True
30,115,1,18,4,4,8,True
32,157,1,20,1,5,32,True
