words,chars,u_words,u_chars,sentences,avg_word_length,avg_sent_length,class
26,110,2,19,1,4,26,True
2,102,0,0,1,51,2,True
35,165,2,23,3,5,12,True
35,130,4,24,3,4,12,True
54,256,3,23,2,5,27,True
50,237,3,31,1,5,50,True
44,187,1,21,3,4,15,True
6,128,0,1,1,21,6,True
16,81,1,18,1,5,16,True
47,171,4,20,1,4,47,True
12,79,1,19,1,7,12,True
6,124,0,1,1,21,6,True
2,88,0,0,1,44,2,True
26,125,2,17,1,5,26,True
25,105,0,6,1,4,25,True
42,210,2,23,2,5,21,True
42,191,4,25,2,5,21,True
52,207,2,29,2,4,26,True
57,281,1,24,3,5,19,True
45,180,1,15,3,4,15,True
49,203,2,29,2,4,25,True
19,65,0,1,2,3,10,True
83,335,1,27,5,4,17,True
94,455,0,14,4,5,24,True
15,90,1,24,3,6,5,False
61,272,2,30,2,4,31,True
59,269,3,33,3,5,20,True
50,248,3,26,2,5,25,True
66,276,4,32,3,4,22,True
57,247,1,26,3,4,19,True
36,178,1,18,2,5,18,True
68,313,1,23,4,5,17,True
50,173,2,18,2,3,25,True
37,191,1,18,2,5,19,True
32,124,1,15,3,4,11,True
44,210,1,17,3,5,15,True
105,427,1,28,4,4,26,True
110,515,1,32,4,5,28,True
23,118,1,12,2,5,12,True
55,229,2,29,3,4,18,True
41,150,6,31,2,4,21,True
48,241,2,30,3,5,16,True
35,155,1,16,2,4,18,True
43,220,1,18,2,5,22,True
28,116,1,14,2,4,14,True
46,194,1,20,3,4,15,True
38,166,1,22,2,4,19,True
23,116,1,19,2,5,12,True
43,170,1,17,2,4,22,True
32,160,2,17,2,5,16,True
28,97,1,13,2,3,14,True
46,220,1,25,2,5,23,True
40,205,1,17,2,5,20,True
43,169,2,22,2,4,22,True
43,169,2,21,3,4,14,True
59,238,2,27,4,4,15,True
38,190,1,15,2,5,19,True
58,215,1,28,3,4,19,True
40,177,1,19,2,4,20,True
36,133,1,17,2,4,18,True
62,245,2,26,2,4,31,True
47,205,1,18,3,4,16,True
46,197,1,23,4,4,12,True
62,241,2,22,4,4,16,True
36,145,1,13,2,4,18,True
32,136,1,18,3,4,11,True
50,251,2,23,3,5,17,True
47,200,1,20,3,4,16,True
41,162,2,21,6,4,7,True
58,221,1,19,4,4,15,True
48,190,1,24,1,4,48,True
45,225,3,22,2,5,23,True
48,228,1,27,3,5,16,True
52,223,4,33,2,4,26,True
38,164,1,25,2,4,19,True
37,175,1,23,2,5,19,True
50,235,1,22,3,5,17,True
43,205,1,32,2,5,22,True
65,228,2,25,4,4,16,True
39,186,1,17,2,5,20,True
44,202,1,25,3,5,15,True
20,108,2,21,2,5,10,True
46,176,4,29,2,4,23,True
41,199,2,17,2,5,21,True
46,180,3,18,2,4,23,True
51,232,1,27,2,5,26,True
41,212,1,22,2,5,21,True
42,190,2,18,3,5,14,True
37,178,2,23,2,5,19,True
52,214,3,22,3,4,17,True
47,210,2,21,3,4,16,True
47,215,1,15,3,5,16,True
17,76,0,4,1,4,17,True
20,109,1,18,1,5,20,True
19,101,1,20,2,5,10,True
20,80,2,16,2,4,10,True
10,56,0,5,1,6,10,True
20,93,1,19,1,5,20,True
24,92,3,23,1,4,24,True
11,30,0,1,2,3,6,True
23,104,1,18,2,5,12,True
24,105,1,18,1,4,24,True
5,34,0,1,1,7,5,True
24,122,2,20,1,5,24,True
22,98,1,21,2,4,11,True
21,104,1,20,2,5,11,True
13,55,0,4,2,4,7,True
29,112,1,17,1,4,29,True
18,83,1,18,1,5,18,True
20,105,1,19,1,5,20,True
11,51,1,7,2,5,6,True
8,26,0,1,1,3,8,True
21,106,2,19,1,5,21,True
7,43,0,5,1,6,7,True
8,38,1,6,1,5,8,True
10,44,0,4,2,4,5,True
23,107,2,19,2,5,12,True
16,76,1,17,2,5,8,True
19,81,2,23,1,4,19,True
8,28,0,1,1,4,8,True
19,102,2,19,1,5,19,True
19,95,1,20,1,5,19,True
14,77,1,19,1,6,14,True
25,99,3,30,2,4,13,True
7,35,0,3,3,5,2,True
26,118,1,18,2,5,13,True
9,48,1,7,1,5,9,True
59,234,2,11,4,4,15,True
56,248,2,28,5,4,11,True
17,84,1,5,1,5,17,True
19,93,0,2,1,5,19,True
87,339,1,22,3,4,29,True
39,185,1,17,2,5,20,True
46,177,1,26,2,4,23,True
11,35,0,1,1,3,11,True
34,179,3,27,2,5,17,True
29,145,1,11,3,5,10,True
130,555,0,35,6,4,22,True
32,148,1,22,3,5,11,True
24,107,0,1,1,4,24,True
104,426,1,22,3,4,35,True
28,131,1,9,1,5,28,True
38,161,4,26,2,4,19,True
49,201,4,32,2,4,25,True
46,224,3,30,3,5,15,True
40,220,1,17,3,6,13,True
80,289,2,26,3,4,27,True
17,68,0,3,1,4,17,True
47,214,1,14,3,5,16,True
50,247,1,16,2,5,25,True
13,58,0,2,1,4,13,True
66,275,2,26,4,4,17,True
47,214,1,24,2,5,24,True
25,88,1,4,1,4,25,True
48,177,5,28,3,4,16,True
52,208,1,25,2,4,26,True
51,207,1,26,3,4,17,True
64,304,0,13,2,5,32,True
25,106,1,6,2,4,13,True
22,102,0,2,2,5,11,True
56,218,2,26,5,4,11,True
42,199,5,33,2,5,21,True
44,193,3,18,3,4,15,True
50,200,1,26,3,4,17,True
116,452,1,14,5,4,23,True
46,212,3,22,3,5,15,True
45,199,3,30,3,4,15,True
18,42,2,4,1,2,18,True
49,193,2,25,2,4,25,True
142,649,5,35,4,5,36,True
83,377,0,17,4,5,21,True
62,240,3,32,4,4,16,True
46,221,2,19,2,5,23,True
47,189,2,17,3,4,16,True
15,61,0,2,1,4,15,True
51,205,1,18,3,4,17,True
40,206,3,27,3,5,13,True
38,191,1,19,3,5,13,True
41,199,1,16,3,5,14,True
67,276,3,33,3,4,22,True
60,284,2,23,3,5,20,True
39,168,2,25,2,4,20,True
40,172,0,15,3,4,13,True
141,581,5,54,7,4,20,True
26,122,1,6,3,5,9,True
46,211,2,20,2,5,23,True
219,1004,7,59,10,5,22,True
66,292,0,6,4,4,17,True
54,187,2,21,4,3,14,True
48,215,1,15,3,4,16,True
46,223,2,17,2,5,23,True
49,209,1,18,4,4,12,True
79,286,2,30,4,4,20,True
155,636,7,39,5,4,31,True
48,202,2,20,5,4,10,True
51,226,1,16,3,4,17,True
90,438,1,21,4,5,23,True
43,202,1,28,3,5,14,True
18,67,0,7,1,4,18,True
59,212,1,27,4,4,15,True
49,193,4,20,3,4,16,True
25,102,0,7,1,4,25,True
31,174,1,18,2,6,16,True
38,182,1,21,2,5,19,True
59,202,1,23,4,3,15,True
48,184,1,16,5,4,10,True
46,203,2,25,3,4,15,True
53,216,1,23,2,4,27,True
42,213,1,17,2,5,21,True
57,259,1,17,3,5,19,True
52,214,1,34,3,4,17,True
23,79,4,15,3,3,8,True
145,601,2,27,6,4,24,True
54,209,1,22,2,4,27,True
49,229,0,3,2,5,25,True
16,58,0,1,1,4,16,True
48,218,1,16,3,5,16,True
54,214,1,20,3,4,18,True
40,194,1,22,2,5,20,True
46,200,1,18,3,4,15,True
40,190,4,25,2,5,20,True
13,63,0,2,1,5,13,True
53,219,3,23,4,4,13,True
40,188,1,15,2,5,20,True
22,110,0,3,1,5,22,True
10,42,0,3,1,4,10,True
53,228,3,29,3,4,18,True
62,233,8,34,3,4,21,True
19,95,0,2,1,5,19,True
49,221,1,20,3,5,16,True
63,257,1,18,3,4,21,True
43,216,3,23,2,5,22,True
51,220,3,23,2,4,26,True
50,201,3,31,3,4,17,True
44,189,1,16,2,4,22,True
83,339,5,24,3,4,28,True
20,85,1,2,1,4,20,True
52,216,1,25,3,4,17,True
7,20,0,1,2,3,4,True
46,194,1,20,2,4,23,True
48,214,1,20,2,4,24,True
17,93,0,3,1,5,17,True
46,206,1,16,3,4,15,True
23,113,0,8,1,5,23,True
39,203,2,22,2,5,20,True
28,106,0,5,2,4,14,True
40,201,1,17,2,5,20,True
58,254,1,13,2,4,29,True
45,210,3,21,2,5,23,True
43,221,4,24,2,5,22,True
59,275,2,19,2,5,30,True
30,71,8,9,4,2,8,True
45,209,1,20,3,5,15,True
49,214,1,30,2,4,25,True
40,179,2,24,2,4,20,True
17,77,1,20,1,5,17,True
28,123,1,24,1,4,28,True
22,179,0,3,1,8,22,True
15,85,4,25,1,6,15,True
33,185,3,22,1,6,33,True
21,100,1,20,2,5,11,True
3,99,0,0,1,33,3,True
27,158,1,25,1,6,27,True
20,97,1,19,1,5,20,True
24,180,0,2,2,8,12,True
47,180,1,21,1,4,47,True
12,86,1,16,1,7,12,True
26,123,2,10,1,5,26,True
25,137,1,23,1,5,25,True
38,199,1,18,1,5,38,True
25,125,1,20,1,5,25,True
15,78,1,17,1,5,15,True
25,119,1,22,1,5,25,True
12,60,1,9,1,5,12,True
24,93,1,9,1,4,24,True
28,150,2,26,1,5,28,True
14,76,1,19,1,5,14,True
26,118,2,21,1,5,26,True
17,80,2,22,2,5,9,True
24,87,2,12,1,4,24,True
15,84,2,14,1,6,15,True
26,132,1,21,1,5,26,True
39,177,2,19,2,5,20,True
22,89,1,20,2,4,11,True
19,85,2,22,1,4,19,True
18,80,1,17,2,4,9,True
37,168,1,19,2,5,19,True
34,159,1,21,2,5,17,True
64,250,1,23,3,4,21,True
21,94,2,27,2,4,11,True
32,147,1,19,3,5,11,True
28,127,3,28,3,5,9,True
36,160,2,18,2,4,18,True
50,189,1,19,4,4,13,True
38,178,2,26,2,5,19,True
16,64,1,17,2,4,8,True
41,172,1,16,3,4,14,True
37,138,2,24,2,4,19,True
30,114,1,22,2,4,15,True
41,208,1,21,2,5,21,True
38,162,1,20,2,4,19,True
35,173,1,20,2,5,18,True
55,225,1,22,2,4,28,True
41,178,2,22,3,4,14,True
48,199,1,20,3,4,16,True
33,134,1,18,2,4,17,True
40,163,1,24,2,4,20,True
20,72,1,16,2,4,10,True
58,244,2,21,3,4,19,True
39,182,1,23,2,5,20,True
33,157,2,25,3,5,11,True
37,173,1,20,2,5,19,True
50,239,2,24,4,5,13,True
43,176,1,20,2,4,22,True
33,144,3,18,2,4,17,True
53,203,1,22,2,4,27,True
61,249,1,19,4,4,15,True
66,246,1,22,3,4,22,True
39,174,1,19,2,4,20,True
21,94,2,27,2,4,11,True
63,230,1,28,3,4,21,True
38,162,1,20,2,4,19,True
38,143,1,20,2,4,19,True
56,213,1,38,3,4,19,True
20,76,1,16,2,4,10,True
11,72,1,16,1,7,11,True
55,230,1,23,2,4,28,True
22,96,1,18,2,4,11,True
39,172,2,19,1,4,39,True
17,88,2,19,1,5,17,True
23,105,1,20,1,5,23,True
13,82,1,16,1,6,13,True
20,81,2,17,1,4,20,True
15,79,3,21,1,5,15,True
12,78,1,16,1,7,12,True
21,82,1,15,1,4,21,True
34,176,1,16,1,5,34,True
20,82,2,19,1,4,20,True
35,153,2,21,1,4,35,True
57,259,2,19,3,5,19,True
18,85,1,18,1,5,18,True
15,78,1,15,1,5,15,True
35,173,1,19,1,5,35,True
14,72,2,16,1,5,14,True
16,71,1,16,1,4,16,True
16,87,1,18,1,5,16,True
12,73,1,15,1,6,12,True
35,167,1,18,1,5,35,True
13,81,1,15,1,6,13,True
16,83,1,16,1,5,16,True
30,126,2,28,1,4,30,True
34,183,1,17,1,5,34,True
14,66,1,17,1,5,14,True
15,66,1,19,2,4,8,True
42,187,0,6,4,4,11,True
11,57,1,16,1,5,11,True
22,105,2,20,2,5,11,True
38,195,3,24,1,5,38,True
16,79,2,24,1,5,16,True
37,167,2,18,1,5,37,True
14,80,1,15,1,6,14,True
22,95,2,18,2,4,11,True
16,83,1,17,1,5,16,True
32,165,1,21,1,5,32,True
70,375,1,13,1,5,70,True
15,75,1,15,1,5,15,True
56,230,2,20,2,4,28,True
16,75,2,17,1,5,16,True
16,87,1,17,1,5,16,True
25,95,2,15,2,4,13,True
8,43,0,5,2,5,4,True
27,118,3,27,2,4,14,True
7,28,0,2,1,4,7,True
24,98,1,18,2,4,12,True
16,85,2,20,1,5,16,True
23,99,2,21,2,4,12,True
20,89,1,15,1,4,20,True
10,50,1,9,3,5,3,True
21,113,1,16,2,5,11,True
5,18,0,1,1,4,5,True
24,104,2,23,1,4,24,True
21,91,1,16,1,4,21,True
20,94,3,28,1,5,20,True
10,48,0,4,2,5,5,True
22,97,3,30,1,4,22,True
9,54,1,8,2,6,5,True
25,107,3,24,2,4,13,True
27,121,1,19,1,4,27,True
10,55,2,9,2,6,5,True
22,106,1,21,1,5,22,True
31,114,2,20,1,4,31,True
15,62,2,18,2,4,8,True
23,100,2,20,2,4,12,True
29,115,2,18,2,4,15,True
23,102,1,18,1,4,23,True
22,90,2,24,2,4,11,True
39,134,3,18,3,3,13,True
16,92,2,29,1,6,16,True
21,95,2,20,2,5,11,True
28,101,1,15,2,4,14,True
22,102,1,17,2,5,11,True
6,45,0,3,2,8,3,True
25,90,2,18,2,4,13,True
30,133,1,15,1,4,30,True
17,83,3,20,2,5,9,True
15,80,2,18,2,5,8,True
19,81,2,21,2,4,10,True
25,112,1,16,1,4,25,True
25,110,2,19,1,4,25,True
22,91,1,15,1,4,22,True
17,75,3,22,2,4,9,True
18,70,3,21,1,4,18,True
11,58,1,8,1,5,11,True
27,112,3,21,1,4,27,True
10,50,1,6,1,5,10,True
7,38,1,8,2,5,4,True
24,100,3,21,2,4,12,True
27,116,2,22,1,4,27,True
10,43,1,3,1,4,10,True
21,94,2,22,2,4,11,True
26,114,3,16,1,4,26,True
18,81,1,15,1,5,18,True
22,95,1,18,2,4,11,True
15,63,2,17,1,4,15,True
19,89,0,4,2,5,10,True
32,105,3,16,1,3,32,True
25,112,1,21,1,4,25,True
20,92,1,18,1,5,20,True
21,82,2,15,1,4,21,True
30,124,1,19,2,4,15,True
12,61,1,7,2,5,6,True
28,130,1,16,2,5,14,True
19,77,1,17,1,4,19,True
24,102,2,25,2,4,12,True
24,109,2,26,1,5,24,True
23,87,2,18,1,4,23,True
6,45,0,5,2,8,3,True
17,65,2,18,2,4,9,True
21,91,1,15,1,4,21,True
31,112,1,17,1,4,31,True
21,89,1,15,1,4,21,True
18,77,2,17,1,4,18,True
22,107,2,22,2,5,11,True
23,112,1,20,1,5,23,True
20,99,1,18,1,5,20,True
25,112,2,19,1,4,25,True
22,97,4,31,1,4,22,True
21,105,2,21,1,5,21,True
5,16,0,1,1,3,5,True
22,93,1,20,1,4,22,True
22,105,3,24,1,5,22,True
30,121,1,21,1,4,30,True
45,152,1,18,2,3,23,True
12,63,2,15,2,5,6,True
19,92,2,25,1,5,19,True
20,96,1,15,1,5,20,True
21,92,1,19,1,4,21,True
18,63,2,17,2,4,9,True
19,91,3,26,1,5,19,True
81,402,3,56,2,5,41,True
47,228,2,47,3,5,16,True
58,285,2,38,3,5,19,True
54,287,2,42,3,5,18,True
42,208,1,27,2,5,21,True
63,261,2,48,4,4,16,True
55,298,2,39,2,5,28,True
57,280,1,32,4,5,14,True
74,298,5,60,4,4,19,True
46,221,3,47,3,5,15,True
48,225,2,51,3,5,16,True
51,228,1,33,3,4,17,True
155,751,4,55,6,5,26,True
54,277,2,46,3,5,18,True
71,363,2,50,3,5,24,True
66,273,2,25,3,4,22,True
48,231,1,19,2,5,24,True
31,126,1,23,2,4,16,True
21,75,1,20,2,4,11,True
51,228,1,19,2,4,26,True
57,271,1,23,4,5,14,True
44,147,1,25,3,3,15,True
31,138,1,20,2,4,16,True
34,134,1,18,2,4,17,True
33,161,1,22,2,5,17,True
33,133,1,27,3,4,11,True
37,150,1,16,2,4,19,True
39,165,1,22,2,4,20,True
26,107,1,19,3,4,9,True
32,151,1,21,3,5,11,True
45,211,1,20,2,5,23,True
29,125,1,18,2,4,15,True
21,94,2,27,2,4,11,True
50,204,1,15,4,4,13,True
64,300,3,34,3,5,21,True
68,294,3,45,4,4,17,True
66,303,5,47,4,5,17,True
38,175,3,40,3,5,13,True
60,285,1,32,3,5,20,True
63,297,2,39,2,5,32,True
30,113,1,9,2,4,15,True
30,139,1,12,2,5,15,True
38,126,3,10,3,3,13,True
28,93,1,11,3,3,9,True
19,62,2,11,2,3,10,True
20,77,3,9,2,4,10,True
32,147,1,11,2,5,16,True
27,126,1,12,1,5,27,True
23,97,2,10,2,4,12,True
37,148,2,11,2,4,19,True
18,78,1,8,2,4,9,True
36,117,2,9,2,3,18,True
28,114,1,14,2,4,14,True
33,157,1,12,2,5,17,True
16,80,0,4,2,5,8,True
33,149,1,10,2,5,17,True
36,151,1,12,2,4,18,True
26,108,1,13,2,4,13,True
42,185,2,13,2,4,21,True
23,87,1,8,2,4,12,True
20,82,2,9,2,4,10,True
24,121,2,10,2,5,12,True
20,69,2,10,2,3,10,True
26,94,1,11,2,4,13,True
30,134,3,14,2,4,15,True
23,79,2,8,2,3,12,True
29,106,0,1,2,4,15,True
52,219,1,19,2,4,26,True
45,253,1,22,2,6,23,True
49,215,4,26,3,4,16,True
49,205,4,24,3,4,16,True
74,335,1,19,7,5,11,True
47,196,3,19,2,4,24,True
44,222,2,14,2,5,22,True
38,197,1,30,2,5,19,True
15,72,0,2,1,5,15,True
32,155,1,14,2,5,16,True
46,178,1,18,3,4,15,True
27,115,0,4,2,4,14,True
44,178,1,15,4,4,11,True
46,235,3,25,2,5,23,True
62,246,2,18,3,4,21,True
26,93,1,2,2,4,13,True
43,190,1,13,2,4,22,True
64,284,1,24,3,4,21,True
24,112,0,7,1,5,24,True
73,292,2,20,6,4,12,True
47,219,3,15,2,5,24,True
42,211,1,22,2,5,21,True
21,75,2,5,2,4,11,True
51,201,1,20,4,4,13,True
138,578,0,26,5,4,28,True
42,187,2,19,2,4,21,True
19,74,0,1,1,4,19,True
51,218,1,18,1,4,51,True
47,212,1,17,2,5,24,True
23,89,0,2,2,4,12,True
112,383,7,33,6,3,19,True
104,441,1,22,5,4,21,True
84,335,3,37,4,4,21,True
49,233,3,28,3,5,16,True
62,271,1,26,4,4,16,True
50,215,2,23,3,4,17,True
112,502,1,21,4,4,28,True
20,54,0,2,2,3,10,True
72,287,3,35,5,4,14,True
49,206,3,19,2,4,25,True
24,113,0,3,2,5,12,True
100,394,5,30,4,4,25,True
149,591,5,48,6,4,25,True
50,216,4,34,2,4,25,True
15,64,0,1,1,4,15,True
70,306,2,31,4,4,18,True
58,257,4,37,3,4,19,True
72,303,2,24,3,4,24,True
49,204,1,19,3,4,16,True
142,582,2,32,5,4,28,True
17,84,1,1,1,5,17,True
71,281,1,18,4,4,18,True
54,215,1,28,2,4,27,True
73,321,1,32,5,4,15,True
109,417,2,16,5,4,22,True
87,373,2,25,4,4,22,True
43,213,3,19,2,5,22,True
45,201,1,21,3,4,15,True
18,53,0,2,3,3,6,True
97,402,2,16,6,4,16,True
19,72,0,7,1,4,19,True
100,414,4,43,5,4,20,True
129,549,0,29,7,4,18,True
29,112,0,2,2,4,15,True
48,175,1,23,3,4,16,True
109,449,0,19,6,4,18,True
71,311,4,26,3,4,24,True
49,206,3,22,3,4,16,True
38,179,4,24,2,5,19,True
26,127,1,3,2,5,13,True
59,255,2,27,3,4,20,True
59,260,3,36,4,4,15,True
54,303,3,32,3,6,18,True
62,245,1,27,1,4,62,True
43,209,1,28,3,5,14,True
107,491,5,43,5,5,21,True
115,579,3,40,8,5,14,True
48,228,2,25,2,5,24,True
49,280,2,35,3,6,16,True
106,461,4,36,5,4,21,True
49,248,4,40,2,5,25,True
36,159,4,33,3,4,12,True
43,217,0,13,3,5,14,True
135,576,3,33,7,4,19,True
94,331,3,46,3,4,31,True
103,493,5,37,7,5,15,True
56,290,3,34,3,5,19,True
26,126,2,24,2,5,13,True
52,284,2,29,3,5,17,True
46,262,2,19,2,6,23,True
59,320,2,19,3,5,20,True
47,221,3,23,1,5,47,True
64,277,2,30,3,4,21,True
51,259,4,38,3,5,17,True
58,286,5,39,3,5,19,True
38,194,1,25,2,5,19,True
51,254,1,32,1,5,51,True
62,295,1,18,3,5,21,True
69,320,1,37,3,5,23,True
61,268,1,27,4,4,15,True
43,203,0,5,3,5,14,True
65,288,1,17,3,4,22,True
26,132,1,14,3,5,9,True
56,272,1,23,4,5,14,True
55,255,1,30,2,5,28,True
51,208,1,25,6,4,9,True
58,224,2,16,3,4,19,True
71,309,1,20,4,4,18,True
59,279,3,29,3,5,20,True
29,141,1,17,2,5,15,True
36,171,1,9,2,5,18,True
34,172,1,11,2,5,17,True
25,114,1,10,2,5,13,True
57,259,2,24,3,5,19,True
50,213,1,17,2,4,25,True
46,239,2,26,3,5,15,True
67,263,2,38,4,4,17,True
36,150,1,9,2,4,18,True
17,54,1,8,2,3,9,True
67,279,1,23,3,4,22,True
38,196,0,10,2,5,19,True
51,240,1,27,3,5,17,True
58,293,3,28,4,5,15,True
36,166,1,18,2,5,18,True
71,291,3,40,4,4,18,True
20,74,2,10,2,4,10,True
24,99,0,10,2,4,12,True
33,150,4,27,3,5,11,True
55,262,4,31,2,5,28,True
54,263,2,23,3,5,18,True
64,280,3,23,3,4,21,True
43,191,0,12,2,4,22,True
40,178,1,12,2,4,20,True
36,160,2,11,2,4,18,True
25,90,3,9,2,4,13,True
49,213,2,25,3,4,16,True
61,289,2,24,3,5,20,True
67,264,2,26,3,4,22,True
59,283,2,26,3,5,20,True
51,199,3,22,2,4,26,True
21,72,2,9,1,3,21,True
48,211,3,25,2,4,24,True
57,244,2,25,3,4,19,True
38,195,2,28,2,5,19,True
65,244,1,27,3,4,22,True
60,255,1,23,4,4,15,True
46,189,1,24,2,4,23,True
66,250,1,29,4,4,17,True
35,153,2,9,2,4,18,True
43,172,2,37,3,4,14,True
20,79,1,19,1,4,20,True
28,105,1,19,2,4,14,True
61,277,2,25,3,5,20,True
54,270,1,27,3,5,18,True
70,271,1,21,4,4,18,True
9,58,0,7,2,6,5,True
64,220,2,22,3,3,21,True
39,153,1,28,2,4,20,True
35,135,1,26,3,4,12,True
57,247,1,23,3,4,19,True
58,277,6,29,2,5,29,True
56,282,1,27,3,5,19,True
55,271,2,30,3,5,18,True
47,183,4,27,3,4,16,True
51,155,3,27,3,3,17,True
58,248,1,16,5,4,12,True
47,177,2,22,5,4,9,True
54,245,4,21,2,5,27,True
110,436,2,37,5,4,22,True
38,187,1,17,3,5,13,True
52,254,1,26,3,5,17,True
36,146,2,22,4,4,9,True
119,546,1,35,4,5,30,True
74,289,2,26,2,4,37,True
137,562,3,31,5,4,27,True
29,145,1,18,2,5,15,True
41,158,3,16,3,4,14,True
123,441,2,36,5,4,25,True
109,498,1,24,3,5,36,True
91,419,2,39,4,5,23,True
52,253,2,27,3,5,17,True
45,227,2,8,2,5,23,True
44,202,0,11,2,5,22,True
28,131,1,21,3,5,9,True
36,159,1,18,2,4,18,True
80,346,2,27,4,4,20,True
65,274,2,21,2,4,33,True
43,185,1,22,3,4,14,True
70,313,3,22,3,4,23,True
51,223,1,17,3,4,17,True
62,269,1,27,3,4,21,True
63,289,1,26,3,5,21,True
33,150,1,20,3,5,11,True
64,233,1,29,6,4,11,True
50,253,1,20,2,5,25,True
31,116,1,19,4,4,8,True
64,262,5,30,2,4,32,True
54,283,4,34,2,5,27,True
125,458,4,29,5,4,25,True
108,474,1,38,7,4,15,True
57,240,1,28,3,4,19,True
31,131,1,18,4,4,8,True
43,176,1,20,2,4,22,True
38,155,1,14,3,4,13,True
42,206,2,28,3,5,14,True
45,223,0,8,3,5,15,True
56,259,1,25,2,5,28,True
68,296,1,35,4,4,17,True
57,235,0,9,4,4,14,True
60,260,2,23,3,4,20,True
51,228,1,11,2,4,26,True
55,273,2,24,3,5,18,True
38,207,1,20,3,5,13,True
45,216,1,10,2,5,23,True
50,232,3,27,4,5,13,True
34,155,1,25,2,5,17,True
69,261,2,25,6,4,12,True
32,162,0,8,3,5,11,True
18,73,1,17,2,4,9,True
47,181,2,21,3,4,16,True
43,196,3,31,3,5,14,True
57,229,1,26,3,4,19,True
72,281,3,40,3,4,24,True
31,140,3,27,2,5,16,True
58,275,3,29,3,5,19,True
44,226,0,11,3,5,15,True
43,164,1,26,6,4,7,True
68,274,3,30,5,4,14,True
43,161,1,18,2,4,22,True
55,226,1,29,3,4,18,True
57,282,2,32,2,5,29,True
26,146,0,5,2,6,13,True
65,296,2,33,4,5,16,True
54,229,1,28,3,4,18,True
53,279,1,25,3,5,18,True
25,138,0,12,2,6,13,True
43,172,2,27,5,4,9,True
69,292,4,36,2,4,35,True
66,311,4,34,3,5,22,True
45,210,1,26,3,5,15,True
52,208,1,29,2,4,26,True
46,220,1,4,3,5,15,True
35,140,1,20,2,4,18,True
43,154,5,23,3,4,14,True
65,244,1,18,4,4,16,True
29,98,1,20,2,3,15,True
55,247,4,21,2,4,28,True
51,237,1,24,4,5,13,True
69,276,1,28,3,4,23,True
56,282,1,24,2,5,28,True
59,273,1,26,3,5,20,True
63,282,1,23,4,4,16,True
54,205,1,19,2,4,27,True
36,132,1,21,3,4,12,True
65,282,1,25,4,4,16,True
95,413,1,26,3,4,32,True
52,205,1,21,3,4,17,True
46,229,1,24,2,5,23,True
44,182,1,24,2,4,22,True
57,223,2,25,4,4,14,True
23,111,1,17,2,5,12,True
75,318,1,29,4,4,19,True
46,214,3,25,3,5,15,True
51,224,4,26,3,4,17,True
35,147,1,7,3,4,12,True
55,234,2,29,3,4,18,True
47,184,1,19,3,4,16,True
45,211,1,20,2,5,23,True
58,247,1,31,2,4,29,True
63,251,1,23,2,4,32,True
26,126,2,23,2,5,13,True
36,143,1,18,2,4,18,True
48,235,4,28,3,5,16,True
61,281,1,28,3,5,20,True
61,269,1,26,4,4,15,True
48,235,1,20,2,5,24,True
33,115,1,21,2,3,17,True
32,116,1,22,2,4,16,True
69,269,2,25,4,4,17,True
60,289,5,46,3,5,20,True
39,189,3,29,3,5,13,True
232,863,7,36,12,4,19,True
34,142,1,17,3,4,11,True
19,64,2,14,2,3,10,True
140,466,10,33,15,3,9,True
37,138,2,24,2,4,19,True
54,210,1,22,2,4,27,True
36,152,1,22,2,4,18,True
60,240,1,19,4,4,15,True
64,250,1,23,3,4,21,True
62,246,1,28,4,4,16,True
36,154,1,20,5,4,7,True
53,223,1,20,4,4,13,True
63,240,1,26,5,4,13,True
265,1032,8,40,12,4,22,True
70,243,3,26,4,3,18,True
31,110,1,19,3,4,10,True
48,204,1,18,3,4,16,True
33,129,1,19,3,4,11,True
54,220,1,18,3,4,18,True
36,154,1,21,2,4,18,True
31,126,1,23,2,4,16,True
54,236,1,17,3,4,18,True
19,68,1,17,2,4,10,True
56,246,1,17,3,4,19,True
38,156,1,15,4,4,10,True
54,221,1,24,3,4,18,True
50,199,1,20,3,4,17,True
73,271,4,37,2,4,37,True
45,212,2,18,2,5,23,True
46,238,1,19,2,5,23,True
37,192,2,30,2,5,19,True
31,180,1,27,2,6,16,True
60,250,4,39,4,4,15,True
50,242,2,29,3,5,17,True
46,240,1,25,3,5,15,True
68,290,3,35,3,4,23,True
90,375,2,44,7,4,13,True
45,192,1,25,2,4,23,True
39,203,3,26,3,5,13,True
45,177,2,23,3,4,15,True
38,177,1,20,2,5,19,True
48,199,1,19,3,4,16,True
52,250,1,27,2,5,26,True
35,188,5,30,2,5,18,True
63,282,6,46,3,4,21,True
45,183,5,25,1,4,45,True
48,206,2,19,3,4,16,True
49,213,4,28,2,4,25,True
50,231,3,37,2,5,25,True
46,195,1,20,3,4,15,True
72,295,5,34,3,4,24,True
53,226,2,23,2,4,27,True
60,310,3,23,4,5,15,True
61,283,2,24,4,5,15,True
45,226,3,24,2,5,23,True
51,228,1,24,3,4,17,True
59,228,1,24,7,4,8,True
34,153,1,15,3,5,11,True
74,321,2,33,3,4,25,True
90,375,2,44,7,4,13,True
45,236,1,21,1,5,45,True
53,221,1,25,4,4,13,True
70,308,1,24,3,4,23,True
53,255,1,30,3,5,18,True
39,160,2,22,4,4,10,True
