@relation post_all_vectors

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute nouns numeric
@attribute pronouns numeric
@attribute verbs numeric
@attribute numbers numeric
@attribute adjectives numeric
@attribute conjunctions numeric
@attribute adverbs numeric
@attribute person numeric
@attribute date numeric
@attribute org numeric
@attribute money numeric
@attribute gpe numeric
@attribute norp numeric
@attribute event numeric
@attribute words numeric
@attribute chars numeric
@attribute u_words numeric
@attribute u_chars numeric
@attribute sentences numeric
@attribute avg_word_length numeric
@attribute avg_sent_length numeric
@attribute class {True,False}

@data
37,10,0,0,0,1,0,1,0,0,3,14,48,0,2,3,1,3,0,1,0,1,0,0,0,0,1,2,0,15,70,1,17,1,5,15,True
22,5,7,1,0,1,0.281,0.719,0,-0.7203,4,42,36,0,2,6,4,4,0,0,0,0,2,0,0,0,1,0,0,23,111,1,19,2,5,12,True
193,1,23,68,2,87,0.316,0.628,0.056,-0.9666,22,115,378,0,2,12,12,6,1,1,0,2,1,1,1,0,0,0,0,66,284,1,27,3,4,22,True
57,2,1,0,5,1,0.099,0.801,0.099,0,5,22,68,0,2,1,8,2,0,1,0,1,1,0,1,0,1,0,0,33,137,1,16,3,4,11,True
89,1,1,0,1,1,0,0.801,0.199,0.802,14,15,94,0,2,11,3,3,2,2,0,1,0,0,1,0,0,0,0,40,173,1,16,2,4,20,True
57,5,9,46,4,2,0,0.966,0.034,0.1779,13,86,125,0,2,14,8,8,0,6,0,2,0,2,0,0,2,0,0,62,294,3,25,4,5,16,True
307,16,73,3,17,62,0.269,0.657,0.074,-0.9217,45,179,479,0,2,10,9,7,2,3,0,2,0,3,3,0,0,1,0,53,239,4,28,3,5,18,True
959,72,6,1,61,3,0,1,0,0,67,406,1105,0,2,2,5,2,0,2,0,0,2,0,0,0,1,0,0,20,87,1,19,2,4,10,True
10,1,1,1,0,5,0,1,0,0,9,15,18,0,2,2,3,2,1,0,0,0,1,0,1,0,1,0,0,10,67,1,16,1,7,10,True
179,62,3,3,0,24,0.247,0.72,0.033,-0.9003,30,240,272,0,2,8,2,6,1,5,0,0,0,0,1,0,1,0,0,48,189,3,20,2,4,24,True
21,6,10,1,0,2,0.344,0.544,0.112,-0.7783,3,56,41,0,2,5,4,4,1,3,0,0,1,0,1,0,1,0,0,24,111,1,20,2,5,12,True
196,4,1,0,17,1,0,0.565,0.435,0.9397,18,39,220,1,3,7,0,2,1,6,0,2,0,0,0,0,1,1,0,34,142,0,8,3,4,11,True
72,6,1,0,2,0,0.047,0.648,0.304,0.9485,5,23,82,0,2,11,9,4,0,9,0,1,0,1,3,0,0,0,0,75,310,4,26,4,4,19,True
175,17,1,0,17,3,0,0.845,0.155,0.8268,19,114,215,0,2,10,4,4,2,1,0,2,0,1,1,0,0,0,0,56,219,2,27,4,4,14,True
248,4,4,0,50,2,0,0.778,0.222,0.9081,13,95,311,0,3,5,12,9,2,2,0,1,4,2,3,0,1,0,0,61,253,5,38,4,4,15,True
46,1,1,0,7,1,0.07,0.823,0.106,0.2023,3,33,62,0,3,6,13,4,0,3,0,2,0,0,2,0,1,0,0,55,224,1,31,2,4,28,True
276,0,2,0,37,6,0,0.681,0.319,0.7269,52,65,322,1,3,7,0,0,0,4,0,0,0,0,0,0,0,0,0,19,97,0,4,2,5,10,True
2881,33,5,865,90,20,0.119,0.629,0.252,0.877,481,1400,4742,1,3,11,3,8,0,4,0,3,0,0,1,0,0,0,0,58,279,0,10,5,5,12,True
71,1,1,1,1,0,0,0.818,0.182,0.836,3,18,77,0,4,8,10,4,0,2,0,2,3,2,3,0,0,0,0,52,243,3,31,3,5,17,True
47,7,1,0,9,2,0,0.97,0.03,0.1655,2,26,66,0,2,12,12,5,1,3,0,1,0,0,0,0,2,0,0,62,260,1,27,4,4,16,True
124,3,1,0,18,1,0.09,0.87,0.039,-0.4767,37,33,148,0,3,11,15,5,2,4,0,0,3,1,2,0,0,0,1,64,283,2,32,3,4,21,True
95,21,1,1,8,1,0.048,0.927,0.025,-0.296,11,101,130,0,2,8,10,6,0,8,0,2,2,0,0,0,0,0,0,62,271,2,25,3,4,21,True
3598,76,16,6,717,14,0,0.851,0.149,0.7003,123,658,4452,0,2,2,20,1,1,0,0,0,6,1,1,0,0,0,0,41,166,1,31,2,4,21,True
61,2,5,2,0,4,0,0.959,0.041,0.25,11,39,79,0,2,11,8,7,0,1,0,3,0,1,2,0,0,0,0,59,251,2,22,4,4,15,True
80,23,14,40,3,0,0.175,0.774,0.051,-0.7037,9,123,170,0,2,4,11,4,0,2,0,0,2,0,1,0,0,2,0,41,199,1,23,2,5,21,True
216,147,9,1,44,17,0.193,0.807,0,-0.8519,29,207,443,0,2,7,7,7,0,4,0,1,1,0,2,0,0,1,0,54,232,1,23,6,4,9,True
101,13,1,0,14,0,0.039,0.872,0.089,0.4019,8,24,133,0,2,12,9,7,2,5,0,1,1,2,0,0,0,1,0,59,269,1,23,4,5,15,True
54,4,1,0,6,2,0,1,0,0,13,29,70,0,4,14,17,5,2,6,0,1,2,1,2,0,1,0,0,96,361,2,36,5,4,19,True
152,50,15,0,12,57,0.141,0.742,0.117,-0.3057,62,359,288,1,3,12,3,6,1,5,0,1,1,1,1,1,0,0,0,48,224,1,9,2,5,24,True
34,10,2,0,0,3,0,0.748,0.252,0.7964,3,47,49,1,3,7,6,3,1,3,0,0,1,0,2,0,0,0,0,34,187,0,7,2,6,17,True
331,4,6,0,110,8,0,0.952,0.048,0.34,16,24,464,0,2,14,6,8,0,5,0,2,0,1,0,0,1,0,0,59,231,3,27,4,4,15,True
73,13,9,39,5,1,0.094,0.906,0,-0.5267,27,93,143,0,2,16,6,6,0,5,0,3,0,0,0,0,3,0,0,65,292,3,25,3,4,22,True
83,0,53,186,7,12,0.206,0.758,0.036,-0.9042,110,181,346,0,2,17,7,8,2,2,0,0,0,0,1,0,3,1,0,68,272,2,23,4,4,17,True
59,6,1,13,3,4,0,0.89,0.11,0.4939,17,34,90,0,2,8,10,7,1,4,0,0,0,2,4,0,1,0,0,56,234,1,25,3,4,19,True
30,23,1,0,1,0,0,0.878,0.122,0.3612,2,104,55,0,2,3,5,2,0,1,0,0,1,0,0,0,3,0,0,21,94,2,22,2,4,11,True
533,22,2,0,60,2,0.174,0.696,0.13,-0.4404,18,105,636,0,2,13,4,6,1,6,0,2,1,0,0,0,2,0,0,64,266,1,23,2,4,32,True
64,11,14,18,8,3,0.132,0.868,0,-0.6956,9,116,122,0,2,14,7,6,1,5,0,1,1,0,0,0,2,0,0,64,269,2,21,2,4,32,True
66,7,28,7,11,1,0.208,0.792,0,-0.8402,10,88,126,0,2,10,8,4,0,4,0,1,0,0,0,0,4,1,0,47,251,1,20,2,5,24,True
72,12,1,0,8,0,0,0.873,0.127,0.539,7,34,93,0,2,7,1,3,1,2,0,3,0,0,0,0,0,0,0,29,150,1,15,2,5,15,True
67,3,1,6,18,1,0.102,0.829,0.069,-0.2263,6,49,99,0,2,11,13,5,0,0,0,3,0,0,0,1,2,0,1,66,283,1,29,4,4,17,True
159,4,1,1,7,0,0.084,0.827,0.09,0.2967,12,37,179,0,2,7,4,5,0,4,0,2,0,1,1,0,0,0,0,45,175,3,24,2,4,23,True
99,26,9,1,12,4,0.143,0.857,0,-0.128,3,15,155,0,2,4,2,2,0,0,0,0,0,0,0,0,2,0,0,11,63,2,18,1,6,11,True
206,4,0,0,37,1,0,0.801,0.199,0.8732,36,65,248,0,2,9,4,3,1,5,0,3,1,0,1,0,1,1,0,49,202,2,24,4,4,12,True
81,14,2,0,6,1,0.148,0.551,0.301,0.5574,31,49,106,0,2,5,2,2,0,2,0,0,1,0,0,0,1,0,0,18,88,1,18,2,5,9,True
76,20,2,1,11,1,0.091,0.79,0.119,0.3612,9,75,114,0,2,5,15,5,0,1,0,1,2,0,3,0,2,0,0,51,257,2,31,1,5,51,True
655,66,1,0,25,1,0.091,0.749,0.16,0.8166,39,207,752,0,2,7,1,13,0,3,0,5,0,0,0,0,0,0,0,79,284,7,24,4,4,20,True
105,12,2,1,19,0,0.121,0.879,0,-0.7845,14,90,140,0,2,4,16,8,0,1,0,6,2,1,5,0,0,0,0,61,279,3,30,5,5,12,True
270,0,4,1,46,0,0.131,0.869,0,-0.7717,24,27,328,0,2,13,5,8,0,3,0,4,1,0,1,0,3,0,0,59,277,2,21,3,5,20,True
87,10,5,0,6,2,0.045,0.909,0.045,0.25,9,23,115,0,2,17,10,7,4,3,0,1,0,0,0,2,2,1,0,72,285,1,26,3,4,24,True
518,4,1,0,75,1,0,0.847,0.153,0.8225,48,26,604,1,3,8,9,4,0,6,0,0,3,0,0,0,1,1,0,56,222,1,19,3,4,19,True
238,17,4,3,5,2,0,0.924,0.076,0.4939,64,75,275,0,3,5,15,5,1,1,0,0,1,0,1,0,1,0,0,47,198,2,33,2,4,24,True
165,129,1,4,5,9,0,1,0,0,14,74,322,0,3,7,13,6,0,1,0,2,5,0,1,0,0,0,0,60,287,1,31,3,5,20,True
210,1,1,1,80,2,0.095,0.68,0.225,0.9723,5,15,344,0,3,21,7,21,4,4,0,8,0,3,0,0,0,0,0,140,493,8,34,9,4,16,True
298,0,3,3,86,4,0.197,0.704,0.099,-0.8689,32,30,437,0,3,18,12,8,0,6,0,2,1,0,1,0,4,0,0,76,390,1,23,3,5,25,True
380,24,2,16,46,2,0.145,0.688,0.167,0.8048,47,499,707,0,4,45,1,46,2,20,0,19,0,1,0,0,0,0,0,341,1305,25,51,14,4,24,True
330,74,33,0,8,84,0.141,0.742,0.117,-0.3057,221,490,534,1,3,13,3,6,1,5,0,1,2,1,1,1,0,0,0,49,224,2,7,2,5,25,True
182,88,77,2,8,79,0.202,0.741,0.058,-0.7906,57,294,441,0,2,8,11,6,0,2,0,0,2,0,1,0,0,0,0,50,204,2,28,3,4,17,True
103,52,3,2,27,0,0.044,0.824,0.132,0.6808,14,100,191,0,2,4,18,5,1,3,0,0,4,0,2,0,0,0,0,57,202,2,34,4,4,14,True
163,2,0,0,16,2,0.12,0.8,0.08,-0.3968,30,50,184,0,2,13,6,9,0,2,0,2,2,0,1,0,1,0,0,71,278,3,26,2,4,36,True
21,10,0,3,0,4,0.187,0.813,0,-0.3182,6,45,39,0,2,4,1,3,0,1,0,0,1,0,1,0,1,0,0,13,76,1,18,1,6,13,True
37,6,1,4,2,0,0.211,0.789,0,-0.3415,1,102,50,0,2,5,4,1,0,0,0,1,1,0,0,0,2,0,0,15,69,2,18,1,5,15,True
1486,68,14,0,297,14,0,1,0,0,52,361,1884,0,2,3,3,3,1,1,0,1,1,0,0,1,1,0,0,23,91,1,17,1,4,23,True
26,3,11,3,0,20,0.162,0.838,0,-0.4019,6,22,63,0,2,9,2,2,1,0,0,1,0,0,0,0,2,0,0,21,80,3,17,1,4,21,True
30,48,127,6,0,4,0,0.827,0.173,0.3182,15,142,217,0,2,3,3,2,0,0,0,0,0,0,1,0,2,0,0,13,68,1,16,1,5,13,True
359,1,1,1,9,1,0.022,0.74,0.239,0.9337,16,96,378,0,2,13,9,1,0,7,0,1,3,0,0,0,1,0,0,61,254,2,25,2,4,31,True
12,2,7,1,1,4,0.087,0.75,0.163,0.296,4,20,27,0,2,7,3,1,0,0,0,0,0,0,1,0,2,0,0,15,76,2,18,1,5,15,True
33,9,46,2,1,29,0,1,0,0,6,34,120,0,2,4,2,2,0,0,0,0,0,0,0,0,2,0,0,14,80,1,15,1,6,14,True
55,3,92,6,0,2,0.222,0.778,0,-0.7184,31,40,159,0,2,6,4,4,0,1,0,1,0,0,1,0,1,0,0,27,117,1,21,3,4,9,True
20,13,6,0,0,2,0.224,0.776,0,-0.3818,3,49,42,0,2,1,6,2,0,0,0,0,0,0,2,0,1,0,0,12,69,1,19,1,6,12,True
324,68,3,0,5,10,0,0.8,0.2,0.4588,18,165,413,0,2,4,4,1,0,1,0,0,0,1,1,0,1,0,0,15,92,1,17,1,6,15,True
39,3,23,0,1,1,0,0.635,0.365,0.5574,6,83,67,0,2,5,2,1,0,1,0,0,0,0,1,0,1,0,0,11,67,2,17,1,6,11,True
74,0,1,98,8,0,0.08,0.92,0,-0.1027,4,10,218,0,2,5,4,2,0,1,0,0,1,0,1,0,1,0,0,18,101,1,19,1,6,18,True
378,1,1,43,13,12,0.274,0.726,0,-0.5267,64,192,477,0,2,3,1,2,0,0,0,0,0,0,0,0,2,0,0,12,60,1,16,2,5,6,True
40,6,27,5,0,5,0.254,0.657,0.09,-0.7579,2,63,83,0,2,3,2,10,1,1,0,0,0,0,1,1,1,0,0,38,150,3,18,1,4,38,True
128,7,4,1,6,1,0,1,0,0,17,72,147,0,2,5,2,2,0,0,0,0,0,0,0,0,2,0,0,14,85,2,16,1,6,14,True
151,89,3,2,1,4,0.271,0.534,0.195,-0.2484,16,233,251,0,2,5,4,2,0,2,0,1,2,0,0,0,1,0,0,22,118,1,18,2,5,11,True
50,16,1,0,4,1,0.085,0.915,0,-0.4939,3,65,75,0,2,11,4,6,0,5,0,3,3,1,0,0,1,0,0,56,241,1,21,3,4,19,True
45,3,5,150,0,32,0.167,0.833,0,-0.296,6,54,238,0,2,2,1,4,2,0,0,0,0,0,0,0,2,0,0,15,75,1,16,1,5,15,True
303,135,156,2,22,26,0,0.649,0.351,0.6597,1,197,649,0,2,2,2,3,0,2,0,0,0,0,0,0,1,0,0,19,79,1,16,1,4,19,True
727,17,0,2,199,5,0,1,0,0,5,72,961,0,2,2,5,1,0,1,0,0,1,0,0,0,1,0,0,11,66,1,18,1,6,11,True
116,75,227,1,38,13,0,0.709,0.291,0.6249,7,93,472,0,2,2,4,0,0,1,0,0,2,0,0,0,1,0,0,15,62,1,17,1,4,15,True
1066,103,2,1,159,9,0.208,0.738,0.054,-0.7964,144,875,1341,0,2,4,9,7,0,4,0,0,5,0,0,0,1,2,0,50,196,2,25,3,4,17,True
47,1,0,1,7,0,0.133,0.664,0.203,0.1779,5,17,71,0,2,2,3,5,0,0,0,1,1,0,0,0,1,0,0,24,101,1,18,1,4,24,True
175,39,3,1,21,3,0,0.748,0.252,0.5719,18,54,244,0,2,2,5,1,1,1,0,0,1,1,0,0,1,0,0,14,72,1,18,1,5,14,True
64,8,1,3,2,3,0.13,0.734,0.136,0.0258,4,16,82,0,2,1,3,3,0,1,0,1,0,0,0,0,2,1,0,20,85,1,17,1,4,20,True
1074,2,5,6,87,13,0.417,0.583,0,-0.9638,61,283,1192,0,2,8,6,7,2,0,0,0,0,0,0,0,2,0,0,39,180,1,20,2,5,20,True
90,90,2,1,5,1,0.151,0.849,0,-0.7184,22,56,194,0,2,12,13,6,0,1,0,0,1,1,0,0,1,0,0,56,275,1,25,2,5,28,True
529,179,7,3,93,20,0,0.897,0.103,0.6486,16,225,833,0,2,10,17,7,1,0,0,2,1,0,3,0,0,0,0,59,237,1,25,2,4,30,True
1189,2,1,0,177,44,0,0.681,0.319,0.7269,335,390,1418,1,3,7,0,0,0,4,0,0,0,0,0,0,0,0,0,19,97,0,4,2,5,10,True
1549,1,4,653,449,2,0.154,0.76,0.085,-0.4417,224,294,2938,0,2,5,9,2,3,6,0,2,3,2,0,0,0,1,0,46,217,1,20,3,5,15,True
271,7,0,0,39,3,0.072,0.822,0.106,0.5927,47,122,320,0,2,13,8,5,3,1,0,0,1,0,1,0,1,0,0,61,276,1,23,2,5,31,True
32,1,0,0,3,0,0,0.858,0.142,0.7959,0,6,36,0,3,6,12,4,1,1,0,0,1,1,2,0,1,0,1,51,212,1,28,3,4,17,True
42,0,0,1,0,0,0.195,0.732,0.073,-0.7184,5,6,43,0,2,10,7,6,0,3,0,1,1,0,0,0,0,0,0,49,237,2,27,2,5,25,True
270,1,1,0,65,8,0,0.909,0.091,0.4767,15,62,348,0,3,8,7,2,5,6,0,2,2,2,2,0,0,0,1,47,190,3,29,2,4,24,True
338,2,1,1,45,1,0,0.846,0.154,0.7343,41,57,391,1,3,9,0,3,3,3,0,2,0,0,0,0,0,0,0,46,182,0,6,5,4,9,True
213,2,1,0,17,3,0,0.931,0.069,0.4404,16,25,237,0,2,7,11,1,0,5,0,0,1,0,2,0,1,0,0,45,198,2,25,1,4,45,True
277,1,1,5,118,0,0.076,0.69,0.234,0.9734,32,24,458,0,3,16,4,22,1,5,0,8,0,1,0,0,0,0,0,143,545,7,31,10,4,14,True
508,5,1,0,46,1,0,0.937,0.063,0.3612,80,101,563,1,3,8,1,6,0,4,0,0,0,0,0,0,1,0,0,46,188,0,4,3,4,15,True
48,0,6,30,0,11,0.159,0.802,0.039,-0.7506,13,31,99,0,2,9,6,7,3,3,0,0,0,1,0,0,4,0,0,53,239,1,22,3,5,18,True
82,1,1,0,1,2,0,0.807,0.193,0.8993,13,19,88,0,2,11,16,4,1,3,0,0,2,2,1,0,0,0,0,61,293,1,29,3,5,20,True
136,14,2,3,2,2,0.114,0.739,0.148,0.0772,7,149,180,0,2,8,16,9,0,0,0,0,3,2,4,0,0,0,0,65,270,4,29,3,4,22,True
56,0,51,141,1,14,0.263,0.737,0,-0.9601,13,22,268,0,2,11,8,7,4,4,0,1,2,0,0,0,3,0,0,67,278,2,23,3,4,22,True
191,0,1,0,17,2,0,0.772,0.228,0.93,8,33,213,0,3,12,8,5,5,5,0,2,3,0,0,0,0,0,2,75,283,1,26,4,4,19,True
51,24,2,2,1,2,0.208,0.688,0.103,-0.6705,5,167,82,0,2,11,12,2,1,2,0,0,2,2,0,0,1,0,0,50,225,1,22,2,5,25,True
203,2,5,2,32,2,0.273,0.727,0,-0.9313,10,50,246,0,2,8,14,5,1,4,0,0,4,2,0,0,1,0,0,50,249,2,24,2,5,25,True
362,2,1,0,26,1,0.087,0.764,0.149,0.5719,24,43,392,0,2,1,7,3,2,1,0,1,0,2,0,0,1,0,0,27,115,1,21,2,4,14,True
163,0,1,0,9,0,0,0.851,0.149,0.8658,5,32,173,0,2,14,9,3,1,5,0,2,3,1,0,0,0,0,1,83,302,1,33,4,4,21,True
55,4,0,2,0,1,0.343,0.592,0.065,-0.872,5,53,62,0,2,5,9,1,0,1,0,0,0,0,0,0,1,0,0,26,140,2,24,2,5,13,True
70,2,0,0,1,1,0,0.857,0.143,0.4588,9,65,75,0,2,1,11,1,0,0,0,0,0,0,1,0,1,0,0,23,106,3,26,2,5,12,True
633,0,2,0,6,1,0.131,0.716,0.154,0.0258,10,17,644,0,2,9,7,4,0,4,0,1,2,0,0,0,0,0,0,51,226,1,19,4,4,13,True
82,1,1,0,1,0,0,0.915,0.085,0.4215,4,13,85,0,2,5,3,6,1,4,0,2,0,0,0,0,0,0,0,40,172,2,17,3,4,13,True
113,0,1,0,21,1,0,0.851,0.149,0.8658,5,17,136,0,2,14,9,3,1,5,0,2,3,1,0,0,0,0,1,83,302,1,33,4,4,21,True
258,22,1,0,35,2,0.159,0.747,0.094,-0.3336,28,76,319,1,3,9,1,5,1,4,0,2,0,1,1,0,0,0,0,35,184,2,6,2,5,18,True
69,1,2,0,1,0,0,0.792,0.208,0.765,14,9,74,0,2,6,2,6,0,1,0,3,0,0,0,0,0,0,0,39,160,1,23,4,4,10,True
774,17,473,470,12,170,0.095,0.905,0,-0.6908,85,792,1933,0,2,11,6,8,2,4,0,0,1,3,0,0,0,0,0,69,264,2,20,3,4,23,True
70,0,1,0,8,0,0,0.93,0.07,0.4135,5,29,80,0,3,9,10,3,0,3,0,2,5,0,0,0,0,0,0,63,254,2,32,3,4,21,True
684,319,12,7,19,87,0.147,0.853,0,-0.7351,42,316,1131,0,3,3,13,4,2,2,0,0,2,2,2,0,1,0,0,42,194,2,30,2,5,21,True
91,1,3,2,11,2,0.084,0.807,0.108,0.3187,11,30,127,0,2,11,9,6,1,1,0,0,0,1,1,0,2,0,0,59,264,3,25,4,4,15,True
6,4,0,0,0,0,0,0.707,0.293,0.6597,0,2,10,0,2,6,1,3,0,1,0,0,0,0,0,0,2,0,0,16,79,2,17,1,5,16,True
11,4,0,0,2,0,0.138,0.658,0.204,0.25,1,13,17,0,2,5,1,3,0,1,0,0,0,0,0,0,2,0,0,13,80,2,16,1,6,13,True
6,1,0,21,1,1,0.299,0.701,0,-0.5719,3,7,31,0,2,2,3,3,0,2,0,1,0,0,0,0,1,1,0,17,82,1,17,1,5,17,True
186,15,1,0,31,1,0.186,0.814,0,-0.4939,7,55,237,0,2,5,3,0,0,2,0,0,1,0,0,0,2,0,0,17,81,1,17,1,5,17,True
26,5,206,2,3,11,0,1,0,0,21,96,254,0,2,3,3,1,1,0,0,0,2,0,0,0,1,0,0,13,77,1,16,1,6,13,True
1832,7,6,7,319,1,0.312,0.688,0,-0.6124,28,170,2181,0,2,3,5,1,0,1,0,0,2,0,0,0,1,0,0,14,82,1,18,1,6,14,True
188,11,25,3,5,34,0.242,0.758,0,-0.4939,19,185,266,0,2,2,3,3,0,2,0,0,0,0,0,0,1,1,0,14,78,1,17,1,6,14,True
24,32,55,1,5,1,0.415,0.585,0,-0.8316,6,61,118,0,2,4,3,1,0,1,0,0,1,0,0,0,1,1,0,14,70,1,17,1,5,14,True
31,5,1,0,3,0,0,1,0,0,4,72,40,0,2,3,4,5,0,0,0,3,1,0,1,0,2,0,0,24,107,2,21,1,4,24,True
143,12,1,1,27,1,0,1,0,0,7,150,185,0,2,3,3,0,0,0,0,1,0,0,0,0,3,0,0,18,73,1,16,1,4,18,True
21,4,79,1,0,7,0,1,0,0,14,46,113,0,2,4,3,1,0,3,0,0,1,0,0,0,1,0,0,16,75,1,16,1,5,16,True
16,3,1,22,1,5,0,1,0,0,5,79,50,0,2,5,2,1,0,1,0,0,0,0,0,0,2,0,0,14,69,1,16,1,5,14,True
99,27,0,0,11,1,0,1,0,0,17,31,139,0,2,6,2,3,1,2,0,0,0,0,0,0,1,0,0,27,102,1,17,1,4,27,True
144,153,1,0,12,1,0,1,0,0,16,162,313,0,2,5,4,1,1,1,0,0,0,0,1,0,1,0,0,18,91,1,17,1,5,18,True
147,11,7,2,25,1,0.161,0.839,0,-0.3182,9,37,194,0,2,1,4,4,0,1,0,0,1,0,0,0,2,0,0,16,76,2,19,1,5,16,True
387,5,3,2,6,0,0,0.805,0.195,0.4404,22,302,408,0,2,2,1,1,1,3,0,1,1,1,0,0,1,0,0,17,85,1,16,1,5,17,True
42,13,2,2,5,1,0,1,0,0,2,53,66,0,2,3,2,1,0,2,0,0,0,0,0,0,2,0,0,14,70,1,16,1,5,14,True
104,18,3,1,12,4,0.323,0.506,0.171,-0.34,3,93,144,0,2,4,2,3,0,0,0,0,0,0,0,0,1,1,0,16,80,1,15,1,5,16,True
42,87,2,4,2,6,0.191,0.809,0,-0.3818,12,168,144,0,2,1,3,3,0,2,0,1,1,0,0,0,1,0,0,13,82,1,16,1,6,13,True
187,91,3,68,4,11,0,0.884,0.116,0.3612,26,479,382,0,2,4,0,5,2,1,0,2,0,1,0,0,1,0,0,26,97,2,17,2,4,13,True
145,2,0,0,14,1,0,0.82,0.18,0.5777,46,23,165,0,2,5,2,2,0,2,0,1,1,0,0,0,1,0,0,22,92,1,18,2,4,11,True
44,13,186,4,3,4,0,0.734,0.266,0.4404,54,156,254,0,2,4,2,1,0,1,0,1,0,1,1,1,1,0,0,13,65,1,15,1,5,13,True
27,8,26,1,4,0,0,1,0,0,2,153,67,0,2,3,3,2,0,1,0,0,0,0,0,0,2,0,0,12,64,2,18,1,5,12,True
682,11,0,0,327,4,0,1,0,0,52,168,1029,0,2,6,9,5,1,0,0,0,3,1,0,0,2,0,0,37,149,2,26,2,4,19,True
156,2,1,2,3,2,0,1,0,0,39,40,166,0,2,4,3,1,0,0,0,0,0,0,1,0,1,0,0,16,80,1,15,1,5,16,True
211,102,15,3,7,3,0.125,0.875,0,-0.25,19,289,342,0,2,4,3,2,0,0,0,0,0,0,0,0,1,0,0,20,92,1,17,1,5,20,True
21,1,20,0,0,5,0.296,0.704,0,-0.7096,1,17,47,0,2,4,1,3,0,1,0,0,0,0,0,0,1,0,0,18,77,1,15,1,4,18,True
276,471,22,7,8,35,0.333,0.667,0,-0.6705,29,325,824,0,2,2,5,2,0,0,0,0,0,0,1,0,3,0,0,15,78,4,30,1,5,15,True
587,382,2,5,21,7,0.238,0.549,0.213,-0.34,115,326,1007,0,2,3,0,1,0,3,0,0,0,0,0,0,1,0,0,15,76,1,16,2,5,8,True
44,4,25,7,9,5,0.291,0.709,0,-0.9393,9,34,95,0,2,13,2,5,0,2,0,0,1,1,0,0,1,0,0,53,236,1,16,3,4,18,True
283,17,7,404,11,12,0.405,0.595,0,-0.8176,34,225,1072,0,2,2,2,4,0,0,0,1,1,0,0,0,1,0,0,16,80,1,16,1,5,16,True
122,48,7,0,19,3,0,1,0,0,4,194,204,0,2,2,3,1,0,2,0,0,2,1,0,0,1,0,0,14,80,1,17,1,6,14,True
39,4,0,0,3,0,0,1,0,0,11,18,50,0,2,3,2,1,0,0,0,1,1,0,0,0,1,0,0,14,61,1,16,2,4,7,True
66,17,1,12,3,4,0,0.851,0.149,0.4215,12,178,103,0,2,6,4,0,0,1,0,1,1,0,0,0,2,0,0,22,95,1,18,2,4,11,True
153,0,0,399,14,6,0,0.901,0.099,0.0258,56,56,693,0,2,3,2,2,1,2,0,0,1,1,0,0,1,0,0,14,67,1,16,1,5,14,True
46,15,2,4,4,1,0.193,0.807,0,-0.4767,6,113,73,0,2,4,1,2,0,2,0,0,0,0,1,0,1,0,0,16,79,1,17,2,5,8,True
27,5,1,29,1,0,0.355,0.645,0,-0.8271,1,59,69,0,2,5,4,1,0,0,0,0,1,0,0,0,2,0,0,17,81,1,19,1,5,17,True
45,14,45,1,1,1,0.167,0.833,0,-0.296,1,99,107,0,2,4,3,1,0,1,0,0,0,0,1,0,1,0,0,14,80,1,17,1,6,14,True
419,3,0,1,18,113,0,1,0,0,64,73,554,0,2,3,2,1,1,3,0,0,0,1,0,0,0,0,0,15,75,2,18,1,5,15,True
146,7,242,165,6,23,0.31,0.69,0,-0.6705,26,241,594,0,2,4,3,3,0,0,0,0,1,0,0,0,2,0,0,13,76,1,16,1,6,13,True
46,14,2,0,1,1,0,1,0,0,3,100,65,0,2,5,3,1,0,1,0,0,0,0,1,0,2,0,0,15,75,2,19,1,5,15,True
1824,533,83,41,394,22,0.225,0.775,0,-0.8126,119,1200,2902,0,2,10,7,4,0,1,0,1,0,0,2,0,2,1,0,36,188,1,21,1,5,36,True
206,2,2,0,42,2,0,1,0,0,4,36,296,0,2,2,3,2,0,2,0,0,1,0,0,0,1,0,0,14,84,1,17,1,6,14,True
29,10,1,0,1,2,0,0.815,0.185,0.7135,0,26,45,1,3,8,8,5,1,3,0,3,3,0,1,0,0,0,0,50,219,0,11,3,4,17,True
22,2,0,0,0,1,0.083,0.917,0,-0.4404,0,11,25,1,3,13,1,4,1,2,0,1,0,1,0,0,0,0,0,39,196,0,3,3,5,13,True
36,32,8,2,1,3,0,1,0,0,5,109,82,0,2,7,1,1,0,1,0,1,0,0,0,0,1,0,0,21,81,3,20,2,4,11,True
54,9,7,76,1,5,0.178,0.685,0.137,-0.1531,1,31,161,0,2,4,0,4,0,1,0,0,0,0,0,0,2,0,0,13,76,1,16,1,6,13,True
28,19,3,2,2,0,0,1,0,0,2,53,56,0,2,4,3,1,0,2,0,0,1,0,0,0,1,0,0,16,84,1,17,1,5,16,True
363,10,0,3,25,165,0,1,0,0,73,74,571,0,2,4,1,2,0,1,0,0,0,0,0,0,1,1,0,11,71,1,15,1,6,11,True
55,33,377,2,5,14,0.098,0.902,0,-0.0772,21,75,487,0,2,2,3,3,1,1,0,0,1,0,0,1,1,0,0,16,70,2,18,1,4,16,True
